"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"ontology"	"label"	"sel"	"experiment"	"frac"
"dme00010"	"Glycolysis / Gluconeogenesis"	"22/720"	"61/3555"	0.00282329872826964	0.0398790945368086	0.0352912341033704	"P52029/Q9W438/X2JAD3/Q9W4H4/Q9VY83/M9PE85/Q9VQH0/Q9VKF7/A1Z7P1/A1Z9F8/A1Z9V3/Q7JY07/Q9VUB9/Q9VVH0/Q9VVL7/Q9VNZ9/Q9VFG4/Q9VD23/Q8T8W6/Q9VBF5/Q9NFT7/Q9VP02"	22	"kegg"	"tcp.up.kegg"	"up"	"tcp"	0.0305555555555556
"dme04144"	"Endocytosis"	"42/720"	"141/3555"	0.00388453488698242	0.0460052394365783	0.0407126012713083	"P29843/P11146/O97125/O97182/Q07407/Q9W552/Q8T6I0/Q9VSK2/Q9VAT0/Q9XTL2/Q9Y124/Q9NGC3/Q9VJW1/Q9VJW5/A0A0B4KFU5/B7FNJ7/X2J8I7/M9NDI3/Q95RG8/Q7JW27/A8DYJ1/A1ZBW7/Q9W2M0/Q7KVL7/Q0E8Y1/E3CTP7/Q9VUY8/Q9VVA7/Q9VNS2/B5RIU6/H1UUC2/Q9VCQ6/Q9VA71/A0A0B4KH68/A8JR82/Q9VB05/Q0E8N2/A8DYL3/Q9VHB5/O62530/A0A0B4K7N0/C7LA75"	42	"kegg"	"tcp.up.kegg"	"up"	"tcp"	0.0583333333333333
"dme00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"11/720"	"24/3555"	0.00407126012713083	0.0460052394365783	0.0407126012713083	"Q9W495/Q9W464/Q9VLK0/A1Z705/A1Z838/A1ZB84/Q9W096/Q9VZM5/A0A0B4K6Q5/Q9V7W1/Q9VC10"	11	"kegg"	"tcp.up.kegg"	"up"	"tcp"	0.0152777777777778
"GO:0006412"	"translation"	"244/2808"	"400/10001"	1.05171691151043e-44	2.82070475667097e-41	2.64147005354093e-41	"RpLP0/bam/eIF-4a/mRpL4/AspRS/RpL36/RpS5a/RpLP1/RpS3/RpL32/RpLP2/RpL4/sta/tko/tra/RpL40/RpS27A/RpS14a/RpS14a/RpS2/eIF-2beta/RpS17/RpL7/RpL23/RpS15Aa/RpS13/brat/RpS9/RpL18A/RpS18/RpS19a/Sdc/RpL13/RpS4/mRpL12/Tis11/RpL11/mRpL47/RpL7A/RpL22/hoip/RpS21/Lis-1/RpL9/Trip1/RpL29/RpS3A/RpL14/RpS20/eIF-4B/RpL3/SerRS-m/Zfrp8/eIF-3p40/Cbp20/RpL39/mRpL16/EfTuM/Dph5/RpL10/eIF2B-beta/Bap55/eIF-1A/bonsai/RpL23A/mRpL18/ProRS-m/RpS10a/mRpL50/RpL15/Ef1beta/NHP2/Ef1gamma/312/eIF3ga/CG10802/mRpL30/RpL35/MCTS1/CG3184/RpL17/alpha-PheRS/CG1789/RpS28b/mRpL49/mRpL38/mRpS25/RpL37a/mRpL3/eIF5/mRpL22/DENR/mRpL10/mRpL48/mRpS2/mRpL24/mRpL28/RpL36A/CG13096/mRpL51/Rcd-1r/CG13126/eEF1delta/mRpS7/CG6094/CG5705/RpL24/mRpL13/mRpS18B/RpL21/Ars2/CG8335/mRpL52/AIMP1/mRpL42/RpLP0-like/RpS15Ab/RpS11/CG13163/Tango7/mRpS16/RpS23/mRpL41/eIF2B-gamma/Dg/RpS15/AsnRS-m/mRpS28/CG15653/mRpL54/CG10306/mRpS29/RpS16/RpL37b/RpL22-like/mRpL43/eIF6/DCP1/Not11/RpL12/mRpS17/CG4612/TyrRS-m/mRpL17/CG13928/mRpL46/mRpL23/mRpS35/RpL28/CG17737/mRpS6/CG10075/RpL18/Srp9/GAPsec/CG4447/mRpL2/RpL10Ab/Pop2/mRpL20/mRpL39/mRpS31/IleRS-m/mRpS26/RpL26/mRpL21/mRpL15/mTerf3/CG9769/RpL35A/mRpL44/RpL13A/ArgRS-m/mRpS9/mRpL1/mRpL19/RpL34b/CG14701/mRpL40/RpL24-like/mRpL11/CG7265/RpS5b/mRpS10/mRpL9/CG3303/mRpS33/mRpS11/alt/mRpL55/RpS30/CG7009/mRpL35/RpS19b/GatB/mRpS24/CG5515/PQBP1/RpS27/RpL27/RpL34a/RpS8/eIF2B-alpha/RpS28a/RpS7/mRpS18C/mRpL32/RpL6/CG17514/RpL38/eIF-3p66/mRpL14/CG12848/mRpL33/mRpL36/mRpS14/mRpS21/mRpS18A/CG31957/mRpL27/RpL5/RpL41/mRpL34/RpS28-like/RpS25/RpL30/Sbp2/elav/mRpS23/RpS12/mRpL37/Thor/RpS6/RpS24/RpS26/RpS29/RpL8/RpL37A/eIF-2alpha/bru2/Rbp2/AGO1/sqd/mRpL45"	244	"BP"	"tcp.dn.go"	"dn"	"tcp"	0.0868945868945869
"GO:0043043"	"peptide biosynthetic process"	"254/2808"	"438/10001"	5.51625875921111e-41	6.74960403878906e-38	6.32071715395059e-38	"RpLP0/bam/Eip55E/eIF-4a/mRpL4/AspRS/RpL36/RpS5a/RpLP1/RpS3/RpL32/RpLP2/RpL4/spz/sta/tko/tra/RpL40/RpS27A/RpS14a/RpS14a/RpS2/eIF-2beta/RpS17/RpL7/RpL23/RpS15Aa/Parp/RpS13/brat/RpS9/RpL18A/RpS18/RpS19a/Sdc/RpL13/RpS4/mRpL12/Tis11/RpL11/mRpL47/RpL7A/RpL22/hoip/RpS21/Lis-1/RpL9/Trip1/RpL29/RpS3A/RpL14/RpS20/Dredd/eIF-4B/RpL3/SerRS-m/Zfrp8/eIF-3p40/Cbp20/RpL39/mRpL16/EfTuM/Dph5/RpL10/eIF2B-beta/Bap55/eIF-1A/bonsai/RpL23A/mRpL18/CG4325/ProRS-m/RpS10a/mRpL50/RpL15/Ef1beta/NHP2/Ef1gamma/312/eIF3ga/CG10802/mRpL30/RpL35/MCTS1/CG3184/RpL17/alpha-PheRS/CG1789/RpS28b/PGRP-SA/mRpL49/mRpL38/mRpS25/RpL37a/mRpL3/eIF5/mRpL22/DENR/Ntf-2/mRpL10/mRpL48/mRpS2/mRpL24/mRpL28/RpL36A/CG13096/mRpL51/Rcd-1r/CG13126/eEF1delta/mRpS7/CG6094/CG5705/RpL24/mRpL13/mRpS18B/RpL21/Ars2/CG8335/mRpL52/AIMP1/mRpL42/RpLP0-like/RpS15Ab/RpS11/CG13163/Tango7/mRpS16/RpS23/mRpL41/eIF2B-gamma/Dg/RpS15/AsnRS-m/mRpS28/CG15653/mRpL54/CG10306/mRpS29/RpS16/RpL37b/RpL22-like/mRpL43/eIF6/DCP1/Not11/RpL12/mRpS17/CG4612/TyrRS-m/mRpL17/CG13928/mRpL46/mRpL23/mRpS35/RpL28/CG17737/mRpS6/CG10075/RpL18/Srp9/GAPsec/CG4447/mRpL2/RpL10Ab/Pop2/mRpL20/mRpL39/mRpS31/IleRS-m/mRpS26/RpL26/mRpL21/mRpL15/mTerf3/CG9769/RpL35A/mRpL44/RpL13A/ArgRS-m/mRpS9/mRpL1/mRpL19/RpL34b/CG14701/mRpL40/RpL24-like/mRpL11/CG7265/RpS5b/mRpS10/mRpL9/CG3303/mRpS33/mRpS11/alt/mRpL55/RpS30/CG7009/mRpL35/Fadd/RpS19b/GatB/mRpS24/CG5515/PQBP1/RpS27/RpL27/RpL34a/RpS8/eIF2B-alpha/RpS28a/RpS7/mRpS18C/mRpL32/RpL6/CG17514/RpL38/eIF-3p66/mRpL14/CG12848/mRpL33/mRpL36/mRpS14/mRpS21/Gclm/mRpS18A/CG31957/mRpL27/RpL5/RpL41/mRpL34/RpS28-like/RpS25/RpL30/Sbp2/elav/mRpS23/RpS12/dl/mRpL37/Thor/RpS6/RpS24/RpS26/RpS29/RpL8/RpL37A/eIF-2alpha/bru2/Rbp2/AGO1/sqd/mRpL45"	254	"BP"	"tcp.dn.go"	"dn"	"tcp"	0.0904558404558405
"GO:0043604"	"amide biosynthetic process"	"260/2808"	"453/10001"	7.54989266083787e-41	6.74960403878906e-38	6.32071715395059e-38	"RpLP0/bam/Eip55E/eIF-4a/mRpL4/AspRS/RpL36/RpS5a/RpLP1/RpS3/RpL32/RpLP2/RpL4/spz/sta/tko/tra/RpL40/RpS27A/RpS14a/RpS14a/RpS2/eIF-2beta/RpS17/RpL7/RpL23/RpS15Aa/Parp/RpS13/brat/RpS9/RpL18A/RpS18/RpS19a/Sdc/RpL13/RpS4/mRpL12/Tis11/RpL11/mRpL47/RpL7A/RpL22/hoip/RpS21/Lis-1/RpL9/Trip1/RpL29/RpS3A/RpL14/RpS20/Dredd/eIF-4B/RpL3/SerRS-m/Zfrp8/eIF-3p40/Cbp20/RpL39/mRpL16/EfTuM/Dph5/RpL10/eIF2B-beta/Bap55/eIF-1A/bonsai/RpL23A/mRpL18/CG4325/ProRS-m/RpS10a/mRpL50/RpL15/Ef1beta/NHP2/Ef1gamma/312/eIF3ga/CG10802/mRpL30/RpL35/MCTS1/CG3184/RpL17/alpha-PheRS/CG1789/RpS28b/PGRP-SA/CG2543/mRpL49/mRpL38/mRpS25/RpL37a/mRpL3/eIF5/mRpL22/DENR/Ntf-2/mRpL10/mRpL48/mRpS2/mRpL24/mRpL28/RpL36A/CG13096/mRpL51/Rcd-1r/CG13126/eEF1delta/mRpS7/CG6094/CG5705/RpL24/mRpL13/mRpS18B/RpL21/CG17486/Ars2/CG8335/mRpL52/AIMP1/mRpL42/RpLP0-like/RpS15Ab/RpS11/CG13163/Tango7/mRpS16/RpS23/mRpL41/eIF2B-gamma/Dg/RpS15/AsnRS-m/mRpS28/CG15653/mRpL54/CG10306/mRpS29/RpS16/RpL37b/RpL22-like/mRpL43/eIF6/DCP1/Not11/RpL12/mRpS17/CG4612/TyrRS-m/mRpL17/CG13928/mRpL46/mRpL23/mRpS35/RpL28/CG17737/mRpS6/CG10075/RpL18/Srp9/GAPsec/CG4447/mRpL2/RpL10Ab/Pop2/mRpL20/mRpL39/mRpS31/IleRS-m/mRpS26/RpL26/mRpL21/mRpL15/mTerf3/ORMDL/CG9769/RpL35A/mRpL44/RpL13A/ArgRS-m/mRpS9/mRpL1/mRpL19/RpL34b/CG14701/mRpL40/RpL24-like/mRpL11/CG7265/RpS5b/mRpS10/mRpL9/CG3303/mRpS33/mRpS11/alt/mRpL55/RpS30/CG7009/mRpL35/Fadd/RpS19b/GatB/mRpS24/CG5515/PQBP1/RpS27/RpL27/RpL34a/RpS8/eIF2B-alpha/RpS28a/RpS7/mRpS18C/mRpL32/RpL6/CG17514/RpL38/eIF-3p66/mRpL14/CG12848/mRpL33/schlank/mRpL36/mRpS14/mRpS21/Gclm/mRpS18A/CG31957/mRpL27/RpL5/RpL41/GlcT-1/mRpL34/RpS28-like/CG34424/RpS25/RpL30/Sbp2/elav/mRpS23/RpS12/dl/mRpL37/Thor/RpS6/RpS24/RpS26/RpS29/RpL8/RpL37A/eIF-2alpha/bru2/Rbp2/AGO1/sqd/mRpL45"	260	"BP"	"tcp.dn.go"	"dn"	"tcp"	0.0925925925925926
"GO:0002181"	"cytoplasmic translation"	"101/2808"	"116/10001"	1.24463485264795e-40	8.34527668700452e-38	7.81499673267899e-38	"RpLP0/RpL36/RpS5a/RpLP1/RpS3/RpL32/RpLP2/RpL4/sta/RpL40/RpS27A/RpS14a/RpS14a/RpS2/eIF-2beta/RpS17/RpL7/RpL23/RpS15Aa/RpS13/RpS9/RpL18A/RpS18/RpS19a/RpL13/RpS4/RpL11/RpL7A/RpL22/RpS21/RpL9/RpL29/RpS3A/RpL14/RpS20/eIF-4B/RpL3/Zfrp8/RpL39/Dph5/RpL10/RpL23A/RpS10a/RpL15/RpL35/MCTS1/CG3184/RpL17/RpS28b/RpL37a/DENR/RpL36A/RpL24/RpL21/RpLP0-like/RpS15Ab/RpS11/Tango7/RpS23/RpS15/RpS16/RpL37b/RpL22-like/RpL12/RpL28/CG17737/RpL18/RpL10Ab/RpL26/RpL35A/RpL13A/RpL34b/CG14701/RpL24-like/CG7265/RpS5b/RpS30/CG7009/RpS19b/CG5515/RpS27/RpL27/RpL34a/RpS8/RpS28a/RpS7/RpL6/RpL38/RpL5/RpL41/RpS28-like/RpS25/RpL30/RpS12/RpS6/RpS24/RpS26/RpS29/RpL8/RpL37A/Rbp2"	101	"BP"	"tcp.dn.go"	"dn"	"tcp"	0.035968660968661
"GO:0140053"	"mitochondrial gene expression"	"86/2808"	"102/10001"	1.67331308177813e-32	8.97565137065789e-30	8.40531581710025e-30	"mRpL4/tko/mRpL12/mRpL47/SerRS-m/scu/mRpL16/bonsai/mRpL18/mTTF/mRpL50/mRpL30/mRpL49/mRpL38/mRpS25/mRpL3/mRpL22/mRpL10/mRpL48/Rim2/mRpS2/mRpL24/mRpL28/mRpL51/mRpS7/CG6094/mRpL13/mRpS18B/mRpL52/mRpL42/CG13163/mRpS16/mRpL41/rswl/mRpS28/mRpL54/mRpS29/mRpL43/mRpS17/TyrRS-m/mRpL17/mRpL46/mRpL23/mRpS35/mRpS6/CG10075/CG4447/mRpL2/mRpL20/mRpL39/mRpS31/mRpS26/mRpL21/mRpL15/mTerf3/mRpL44/ArgRS-m/mRpS9/mRpL1/mRpL19/mtTFB2/mRpL40/mRpL11/mRpS10/mRpL9/mRpS33/mRpS11/mRpL55/mRpL35/GatB/mRpS24/mRpS18C/mRpL32/mRpL14/CG12848/mRpL33/mRpL36/mRpS14/mRpS21/mRpS18A/mRpL27/mRpL34/mRpS23/mRpL37/Thor/mRpL45"	86	"BP"	"tcp.dn.go"	"dn"	"tcp"	0.0306267806267806
"GO:0032543"	"mitochondrial translation"	"81/2808"	"94/10001"	4.37858322716025e-32	1.95722670254063e-29	1.83285957543936e-29	"mRpL4/tko/mRpL12/mRpL47/SerRS-m/mRpL16/bonsai/mRpL18/mRpL50/mRpL30/mRpL49/mRpL38/mRpS25/mRpL3/mRpL22/mRpL10/mRpL48/mRpS2/mRpL24/mRpL28/mRpL51/mRpS7/CG6094/mRpL13/mRpS18B/mRpL52/mRpL42/CG13163/mRpS16/mRpL41/mRpS28/mRpL54/mRpS29/mRpL43/mRpS17/TyrRS-m/mRpL17/mRpL46/mRpL23/mRpS35/mRpS6/CG10075/CG4447/mRpL2/mRpL20/mRpL39/mRpS31/mRpS26/mRpL21/mRpL15/mTerf3/mRpL44/ArgRS-m/mRpS9/mRpL1/mRpL19/mRpL40/mRpL11/mRpS10/mRpL9/mRpS33/mRpS11/mRpL55/mRpL35/GatB/mRpS24/mRpS18C/mRpL32/mRpL14/CG12848/mRpL33/mRpL36/mRpS14/mRpS21/mRpS18A/mRpL27/mRpL34/mRpS23/mRpL37/Thor/mRpL45"	81	"BP"	"tcp.dn.go"	"dn"	"tcp"	0.0288461538461538
"GO:0042254"	"ribosome biogenesis"	"133/2808"	"203/10001"	4.35241878871419e-29	1.66759817019021e-26	1.56163477140933e-26	"RpLP0/Hlc/RpS5a/Fib/sta/RpS17/RpL7/RpS18/RpS19a/Bka/ppan/l(3)07882/CG4038/RpL11/Rlb1/RpL7A/hoip/RpS21/RpL14/Ran/dbe/RpL3/Nle/Zfrp8/Rs1/CG3071/RpL10/Ip259/nop5/RpL23A/RpS10a/LTV1/NHP2/312/CG2875/CG3527/Sas10/RpL35/CG3224/CG1789/Rbm13/CG6999/RpS28b/CG12608/CG15916/Rrp47/CG6769/mRpL10/CG17652/CG15390/CG9107/CG13096/CG4364/mRpS7/CG6724/CG6712/Ski6/RpL24/Mpp6/Mys45A/RpLP0-like/CG7637/CG8545/CG7544/Rrp42/RpS15/CG4866/CG9344/RpS16/Rrp4/eIF6/RpL12/CG8549/CG8038/RpL10Ab/mRpL20/CG12301/CG14057/CG5589/RpL26/Mtr3/mTerf3/CG12975/RpL35A/CG10286/mRpS9/CG10903/mRpL1/RpL34b/mtTFB2/Rrp46/RpL24-like/mRpL11/CG8461/CG3817/RpS5b/CG4338/Ns1/mRpS11/Non3/Surf6/Nop56/CG17141/RpS19b/Dis3/CG7006/CG11920/RpS27/CG14543/RpL34a/CG11837/RpS8/RpS28a/RpS7/CG1542/RpL6/CG11563/CG32262/CG32263/CG32409/CG32706/CG32708/RpL5/RpS28-like/CG40813/CG41562/Dbp21E2/mbm/Nsun5/Nop60B/Rrp40/RpS6/RpS24"	133	"BP"	"tcp.dn.go"	"dn"	"tcp"	0.0473646723646724
"GO:0022613"	"ribonucleoprotein complex biogenesis"	"163/2808"	"286/10001"	2.63274676085607e-25	8.82628351576999e-23	8.26543917289815e-23	"RpLP0/SmF/Hlc/RpS5a/Fib/sta/tra/Bx42/eIF-2beta/RpS17/RpL7/RpS18/RpS19a/Bka/ppan/l(3)07882/CG4038/RpL11/Rlb1/RpL7A/hoip/RpS21/RpL14/Ran/dbe/eIF-4B/RpL3/Nle/Zfrp8/Rs1/SmD3/CG3071/RpL10/Ip259/nop5/RpL23A/RpS10a/LTV1/icln/NHP2/312/CG2875/CG3527/Sas10/RpL35/MCTS1/CG3224/CG3198/CG1789/Rbm13/CG6999/RpS28b/CG12608/CG15916/Rrp47/DENR/CG6769/mRpL10/CG17652/CG15390/Dim1/CG9107/r2d2/CG13096/CG4364/mRpS7/CG6724/CG6712/Ski6/RpL24/Mpp6/Mys45A/RpLP0-like/CG7637/CG8545/CG7544/Rrp42/RpS15/CG4866/CG9344/RpS16/Rrp4/eIF6/DCP1/RpL12/CG17737/CG8549/CG8038/RpL10Ab/CG10754/mRpL20/CG12301/Smn/CG14057/CG5589/Nufip/RpL26/Mtr3/mTerf3/CG12975/RpL35A/CG10286/mRpS9/CG10903/CG9667/mRpL1/RpL34b/mtTFB2/Rrp46/RpL24-like/mRpL11/CG8461/CG3817/RpS5b/CG4338/Ns1/mRpS11/Non3/CG12320/Surf6/Nop56/CG17141/RpS19b/Dis3/CG7006/CG11920/RpS27/CG14543/RpL34a/CG11837/RpS8/RpS28a/RpS7/CG1542/RpL6/CG11563/RpL38/LSm3/CG32262/CG32263/CG32409/CG32706/CG32708/RpL5/RpS28-like/CG40813/CG41562/Dbp21E2/mbm/Nsun5/Nop60B/Rrp40/LSm1/Prp19/RpS6/RpS24/SmD2/SmE/SNRPG/snRNP-U1-C/SmD1/Rbp2/AGO1"	163	"BP"	"tcp.dn.go"	"dn"	"tcp"	0.058048433048433
"GO:0009123"	"nucleoside monophosphate metabolic process"	"103/2808"	"163/10001"	5.39009267599366e-21	1.60624761744611e-18	1.50418258771004e-18	"ade3/Gapdh1/Gapdh2/Hex-C/ND-B17/r-l/sesB/Scsalpha/ATPsynbeta/wal/ATPsynG/blw/ox/ND-ACP/ND-SGDH/ATP6/COX1/COX2/ND4L/SdhB/sun/Pglym78/CG2846/cype/ATPsynCF6/ATPsynD/ATPsynO/ND-23/COX5A/ATPsynB/ND-42/ATPsyngamma/ade5/RFeSP/ND-PDSW/Ts/ND-B14.5A/ATPsyndelta/Vha100-2/ND-B16.6/ND-ASHI/ND-B18/ND-20/UQCR-14/ND-24/ND-15/Tspo/ND-B17.2/ND-B14.5B/ND-13A/ND-51/COX5B/COX5BL/ATPsynGL/ND-B22/COX4/CG14757/Etf-QO/CG12895/ND-B14/ND-B15/Dg/UQCR-6.4/ND-B12/levy/cN-IIIB/ND-19/ATPsynCF6L/Cyt-c1/CG6767/Aps/AdenoK/CG17300/UQCR-Q/CG6951/ND-39/COX7AL/SdhC/ATPsynE/AdSL/SdhD/UQCR-14L/ND-20L/CIA30/CG7834/ATPsynC/ND-49/COX7A/ND-B8/COX7C/ND-13B/COX6AL/UQCR-11L/ATPsynepsilonL/ND-MLRQ/UQCR-C2/dUTPase/Pgk/UQCR-11/Scox/Vha68-2/CG44296/PyK"	103	"BP"	"tcp.dn.go"	"dn"	"tcp"	0.0366809116809117
"GO:0009161"	"ribonucleoside monophosphate metabolic process"	"100/2808"	"160/10001"	6.51679736995754e-20	1.74780505462261e-17	1.63674510786512e-17	"ade3/Gapdh1/Gapdh2/Hex-C/ND-B17/r-l/sesB/Scsalpha/ATPsynbeta/wal/ATPsynG/blw/ox/ND-ACP/ND-SGDH/ATP6/COX1/COX2/ND4L/SdhB/sun/Pglym78/CG2846/cype/ATPsynCF6/ATPsynD/ATPsynO/ND-23/COX5A/ATPsynB/ND-42/ATPsyngamma/ade5/RFeSP/ND-PDSW/ND-B14.5A/ATPsyndelta/Vha100-2/ND-B16.6/ND-ASHI/ND-B18/ND-20/UQCR-14/ND-24/ND-15/Tspo/ND-B17.2/ND-B14.5B/ND-13A/ND-51/COX5B/COX5BL/ATPsynGL/ND-B22/COX4/CG14757/Etf-QO/CG12895/ND-B14/ND-B15/Dg/UQCR-6.4/ND-B12/levy/cN-IIIB/ND-19/ATPsynCF6L/Cyt-c1/CG6767/Aps/AdenoK/CG17300/UQCR-Q/ND-39/COX7AL/SdhC/ATPsynE/AdSL/SdhD/UQCR-14L/ND-20L/CIA30/CG7834/ATPsynC/ND-49/COX7A/ND-B8/COX7C/ND-13B/COX6AL/UQCR-11L/ATPsynepsilonL/ND-MLRQ/UQCR-C2/Pgk/UQCR-11/Scox/Vha68-2/CG44296/PyK"	100	"BP"	"tcp.dn.go"	"dn"	"tcp"	0.0356125356125356
"GO:0009141"	"nucleoside triphosphate metabolic process"	"97/2808"	"156/10001"	3.99117228108293e-19	9.73120368896765e-17	9.11285843317117e-17	"awd/Gapdh1/Gapdh2/Hex-C/ND-B17/ras/sesB/Scsalpha/ATPsynbeta/wal/ATPsynG/blw/ox/ND-ACP/ND-SGDH/ATP6/COX1/COX2/ND4L/SdhB/sun/Pglym78/cype/ATPsynCF6/ATPsynD/ATPsynO/ND-23/COX5A/ATPsynB/ND-42/ATPsyngamma/RFeSP/ND-PDSW/ND-B14.5A/ATPsyndelta/Vha100-2/ND-B16.6/ND-ASHI/ND-B18/ND-20/UQCR-14/ND-24/ND-15/Tspo/ND-B17.2/ND-B14.5B/CG8891/ND-13A/ND-51/COX5B/COX5BL/ATPsynGL/ND-B22/COX4/CG14757/Etf-QO/CG12895/ND-B14/ND-B15/Dg/UQCR-6.4/CG5757/ND-B12/levy/ND-19/ATPsynCF6L/Cyt-c1/CG17300/UQCR-Q/ND-39/COX7AL/SdhC/ATPsynE/SdhD/UQCR-14L/ND-20L/CIA30/CG7834/ATPsynC/ND-49/COX7A/ND-B8/COX7C/ND-13B/COX6AL/UQCR-11L/ATPsynepsilonL/ND-MLRQ/UQCR-C2/dUTPase/Pgk/UQCR-11/Scox/Vha68-2/CG44296/CTPsyn/PyK"	97	"BP"	"tcp.dn.go"	"dn"	"tcp"	0.0345441595441595
"GO:0022900"	"electron transport chain"	"67/2808"	"92/10001"	4.87766697930205e-19	1.09015856987401e-16	1.02088714145743e-16	"ND-B17/blw/ox/ND-ACP/ND-SGDH/COX1/COX2/COX3/ND4L/SdhB/cype/HDAC1/ND-23/COX5A/ND-42/RFeSP/ND-PDSW/Gpo-1/D2hgdh/ND-B14.5A/NP15.6/ND-B16.6/ND-ASHI/ND-B18/ND-20/UQCR-14/ND-24/ND-18/ND-15/ND-B17.2/ND-B14.5B/ND-13A/ND-51/COX5B/COX5BL/ND-B22/COX4/CG14757/Etf-QO/CG12895/ND-B14/ND-B15/UQCR-6.4/ND-B12/levy/ND-19/Cyt-c1/UQCR-Q/ND-39/jagn/COX7AL/SdhC/SdhD/UQCR-14L/ND-20L/CIA30/ND-49/COX7A/ND-B8/COX7C/ND-13B/COX6AL/UQCR-11L/ND-MLRQ/UQCR-C2/UQCR-11/CG44296"	67	"BP"	"tcp.dn.go"	"dn"	"tcp"	0.0238603988603989
"GO:0009126"	"purine nucleoside monophosphate metabolic process"	"96/2808"	"155/10001"	9.03782959953522e-19	1.7313899275681e-16	1.62137303943542e-16	"ade3/Gapdh1/Gapdh2/Hex-C/ND-B17/sesB/Scsalpha/ATPsynbeta/wal/ATPsynG/blw/ox/ND-ACP/ND-SGDH/ATP6/COX1/COX2/ND4L/SdhB/sun/Pglym78/cype/ATPsynCF6/ATPsynD/ATPsynO/ND-23/COX5A/ATPsynB/ND-42/ATPsyngamma/ade5/RFeSP/ND-PDSW/ND-B14.5A/ATPsyndelta/Vha100-2/ND-B16.6/ND-ASHI/ND-B18/ND-20/UQCR-14/ND-24/ND-15/Tspo/ND-B17.2/ND-B14.5B/ND-13A/ND-51/COX5B/COX5BL/ATPsynGL/ND-B22/COX4/CG14757/Etf-QO/CG12895/ND-B14/ND-B15/Dg/UQCR-6.4/ND-B12/levy/ND-19/ATPsynCF6L/Cyt-c1/Aps/AdenoK/CG17300/UQCR-Q/ND-39/COX7AL/SdhC/ATPsynE/AdSL/SdhD/UQCR-14L/ND-20L/CIA30/CG7834/ATPsynC/ND-49/COX7A/ND-B8/COX7C/ND-13B/COX6AL/UQCR-11L/ATPsynepsilonL/ND-MLRQ/UQCR-C2/Pgk/UQCR-11/Scox/Vha68-2/CG44296/PyK"	96	"BP"	"tcp.dn.go"	"dn"	"tcp"	0.0341880341880342
"GO:0009167"	"purine ribonucleoside monophosphate metabolic process"	"96/2808"	"155/10001"	9.03782959953522e-19	1.7313899275681e-16	1.62137303943542e-16	"ade3/Gapdh1/Gapdh2/Hex-C/ND-B17/sesB/Scsalpha/ATPsynbeta/wal/ATPsynG/blw/ox/ND-ACP/ND-SGDH/ATP6/COX1/COX2/ND4L/SdhB/sun/Pglym78/cype/ATPsynCF6/ATPsynD/ATPsynO/ND-23/COX5A/ATPsynB/ND-42/ATPsyngamma/ade5/RFeSP/ND-PDSW/ND-B14.5A/ATPsyndelta/Vha100-2/ND-B16.6/ND-ASHI/ND-B18/ND-20/UQCR-14/ND-24/ND-15/Tspo/ND-B17.2/ND-B14.5B/ND-13A/ND-51/COX5B/COX5BL/ATPsynGL/ND-B22/COX4/CG14757/Etf-QO/CG12895/ND-B14/ND-B15/Dg/UQCR-6.4/ND-B12/levy/ND-19/ATPsynCF6L/Cyt-c1/Aps/AdenoK/CG17300/UQCR-Q/ND-39/COX7AL/SdhC/ATPsynE/AdSL/SdhD/UQCR-14L/ND-20L/CIA30/CG7834/ATPsynC/ND-49/COX7A/ND-B8/COX7C/ND-13B/COX6AL/UQCR-11L/ATPsynepsilonL/ND-MLRQ/UQCR-C2/Pgk/UQCR-11/Scox/Vha68-2/CG44296/PyK"	96	"BP"	"tcp.dn.go"	"dn"	"tcp"	0.0341880341880342
"GO:0022904"	"respiratory electron transport chain"	"65/2808"	"89/10001"	1.28990943726122e-18	2.30635807382305e-16	2.15980625775808e-16	"ND-B17/ox/ND-ACP/ND-SGDH/COX1/COX2/COX3/ND4L/SdhB/cype/HDAC1/ND-23/COX5A/ND-42/RFeSP/ND-PDSW/Gpo-1/D2hgdh/ND-B14.5A/NP15.6/ND-B16.6/ND-ASHI/ND-B18/ND-20/UQCR-14/ND-24/ND-15/ND-B17.2/ND-B14.5B/ND-13A/ND-51/COX5B/COX5BL/ND-B22/COX4/CG14757/Etf-QO/CG12895/ND-B14/ND-B15/UQCR-6.4/ND-B12/levy/ND-19/Cyt-c1/UQCR-Q/ND-39/jagn/COX7AL/SdhC/SdhD/UQCR-14L/ND-20L/CIA30/ND-49/COX7A/ND-B8/COX7C/ND-13B/COX6AL/UQCR-11L/ND-MLRQ/UQCR-C2/UQCR-11/CG44296"	65	"BP"	"tcp.dn.go"	"dn"	"tcp"	0.0231481481481481
