"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"symbol"	"uniprot"	"alias"
"FBgn0000094"	0.346987977726562	-0.415133602870278	3.26077370314955	-0.127311380875436	0.898693952968979	NA	"Anp"	"A0A0B4LHV6"	"And"
"FBgn0000097"	379.110976549774	-5.02828357994931	0.58972124175836	-8.52654309170986	NA	NA	"aop"	"M9PC88"	"AOP"
"FBgn0000100"	3856.77934993807	-2.2311719123026	0.0845101672042038	-26.4012246823672	1.32651546449502e-153	1.54447777613819e-151	"RpLP0"	"M9PG76"	"AP3"
"FBgn0000108"	32.6082382370416	1.26434098905296	0.301360994850325	4.19543673752775	2.72346296582901e-05	6.25696388474582e-05	"Appl"	"M9NE22"	"APP"
"FBgn0000109"	108.06289423388	-5.22953365269992	0.429944587873983	-12.1632735943002	4.8764613285081e-34	4.8462937133983e-33	"Aprt"	"P12426"	"BcDNA:LP07986"
"FBgn0000114"	3005.76411406843	1.6267299350267	0.348055319792072	4.67376834233853	2.95722881854315e-06	7.45090151600776e-06	"bru1"	"Q960Z4"	"ARET"
"FBgn0000115"	254.802293117838	-1.53916283551752	0.208825987377834	-7.37055217525524	1.69922745328283e-13	7.28297724066611e-13	"Arl1"	"P25160"	"72CDd"
"FBgn0000116"	2577.32621927621	-1.55233864436845	0.13047831072456	-11.8972926285461	1.22249101206541e-32	1.17180010831738e-31	"Argk"	"A8JNP2"	"AK"
"FBgn0000117"	526.151429177933	0.608138274597964	0.336864348023426	1.80529129356151	0.0710291113400463	0.102295852009075	"arm"	"M9PGG4"	"ARM"
"FBgn0000119"	130.037267850352	1.59759347075152	0.372357988112685	4.29047723361327	1.7828956379743e-05	4.17082553760955e-05	"arr"	"A1Z9D7"	"Arr"
"FBgn0000120"	104.206948326862	1.34692383079154	0.315630562681405	4.26740623388591	1.97758848701159e-05	4.60421491261494e-05	"Arr1"	"M9NES0"	"3H10"
"FBgn0000139"	203.847932715997	-0.32829056125149	0.17646783521257	-1.86034220262315	0.0628371262708034	0.0915259921385018	"ash2"	"A0A0B4K7H6"	"1124/11"
"FBgn0000140"	427.278247624034	3.52891412869845	0.17290129573714	20.4099923812221	1.36305944881812e-92	5.47423653954138e-91	"asp"	"H0RNM3"	"ASP"
"FBgn0000146"	222.616938764735	-0.108134233051168	0.177655842834783	-0.608672539702122	0.542741512106409	0.609767398206661	"aub"	"O76922"	"AUB"
"FBgn0000147"	532.487523615575	1.42345465728239	0.275171031857089	5.17298150054425	2.30387831548316e-07	6.41899444605857e-07	"aurA"	"Q9VGF9"	"87A7-9/2"
"FBgn0000150"	7386.535369322	-4.28009488855063	0.205641015776516	-20.8134300075725	3.27084887799617e-96	1.42647227184362e-94	"awd"	"A0A0B4LJ12"	"1084/08"
"FBgn0000152"	24.1653233817363	-2.11545353411376	0.407528922815753	-5.19092858366319	2.09247879554101e-07	5.85183966377499e-07	"Axs"	"O97132"	"CG9703"
"FBgn0000153"	7.0017294993051	0.697472484310247	0.482639601744588	1.4451207107521	0.148423982548157	0.198487751582578	"b"	"Q24062"	"ADC"
"FBgn0000157"	1.96144902992995	1.95301637235288	0.986805488880423	1.97913002548118	0.0478013687173286	0.0712947667636171	"Dll"	"A2VEF7"	"2.7"
"FBgn0000158"	69.9208576151402	-0.753722030310126	0.192036946350908	-3.92488031408733	8.67728696182735e-05	0.000189443400709704	"bam"	"B5RIV8"	"BAM"
"FBgn0000163"	263.455079066868	-3.2890046708161	0.495508528287167	-6.63763483987905	NA	NA	"baz"	"Q0KHR3"	"BAZ"
"FBgn0000166"	0.415617441811542	2.34425811706786	2.07959406771985	1.12726716884618	0.259629538982734	NA	"bcd"	"P09081"	"BCD"
"FBgn0000173"	580.508793300965	-2.99564566390206	0.218841727393122	-13.6886401857026	1.18710052056958e-42	1.50504422642843e-41	"ben"	"E1JJN1"	"BEN"
"FBgn0000179"	13.0667350162849	2.7728887147609	0.554265232755917	5.0028191394462	5.64979417743452e-07	1.52491573598089e-06	"bi"	"E1JJD8"	"BI"
"FBgn0000180"	68.2086206833778	0.51301370447795	0.470299957164986	1.09082234999647	0.275351059973843	0.341424553212315	"bib"	"M9PB86"	"BIB_DROME"
"FBgn0000181"	3427.95900619702	-1.19273933150386	0.127119694375747	-9.38280521646242	6.42403813487117e-21	4.0003664361948e-20	"bic"	"Q7KM15"	"107/12"
"FBgn0000182"	8.83680624737854	1.89167920670826	0.491470340233739	3.84902007679364	0.000118591288382819	0.000255351550876546	"BicC"	"E2QCR4"	"BG:DS00913.2"
"FBgn0000183"	293.606760042662	-0.991041047979319	0.313170754239412	-3.16453894421345	0.00155328873277579	0.00291911554977899	"BicD"	"M9NDR2"	"BIC-D"
"FBgn0000206"	0.441706332303462	1.35126161100896	1.97938966024629	0.68266579246495	0.494818049902974	NA	"boss"	"C4XVJ6"	"BOSS"
"FBgn0000212"	119.284311224881	-0.0421651991935918	0.489211745243632	-0.0861900794564796	0.931315316807907	0.947061112628938	"brm"	"M9PFS6"	"BRD"
"FBgn0000221"	64.3910828300215	0.49917999067888	0.257441443166445	1.93900401015132	0.0525008498599379	0.0776288343903613	"brn"	"Q24157"	"Brn"
"FBgn0000228"	45.9178388137061	-0.888101968947052	0.398762839727381	-2.22714325525973	0.025937701115688	0.0405838201034639	"Bsg25D"	"C9QPC2"	"CG14025"
"FBgn0000229"	228.50830247623	-0.885498319723846	0.238482832205597	-3.71304848879208	0.000204777634341369	0.000429346267541105	"bsk"	"E1JHD6"	"BSK"
"FBgn0000233"	1.21094278431233	2.82203390721083	1.55927570702672	1.80983638396572	0.070321163810149	0.101368229204294	"btd"	"Q24266"	"BTD"
"FBgn0000239"	402.602664686577	1.53801058599474	0.185920367030266	8.27241582276117	1.31271541253973e-16	6.66653513427042e-16	"bur"	"Q9VIE7"	"CG9242"
"FBgn0000241"	14.3326506002987	-1.13454282024703	1.09032486454471	-1.04055484483588	0.298082197447747	0.365335995164411	NA	NA	NA
"FBgn0000244"	26.7845152769603	-0.96604464860495	0.615201040836719	-1.57029098535181	0.116347430435729	0.159507965826924	"by"	"Q9VHC3"	"3R-B"
"FBgn0000246"	57.2517961077045	0.531580056359148	0.270300841040202	1.96662376007955	0.0492266021739798	0.0732654870634429	"c(3)G"	"Q9VF37"	"C(3)G"
"FBgn0000247"	301.92166792279	2.96601369436941	0.213863808087126	13.8687032691435	9.80330546011937e-44	1.29328222031575e-42	"ca"	"Q9VAG5"	"CG18133"
"FBgn0000250"	167.084287864367	-0.1396292217122	0.193896798535312	-0.72012133654064	0.471450291607934	0.5423964872447	"cact"	"M9PD95"	"5848"
"FBgn0000251"	463.612190108745	3.41556337726776	0.356655457019031	9.57664690122912	1.00246687582004e-21	6.43190451012744e-21	"cad"	"M9PDI3"	"38E.19"
"FBgn0000253"	3489.81400995427	-1.97387500941958	0.35479254490879	-5.56346247333643	2.64473757570418e-08	7.94799066380813e-08	"Cam"	"A0A0B4LF57"	"3909"
"FBgn0000256"	2066.94270592084	3.8658261890997	0.133946171988062	28.8610426988854	3.6828915594701e-183	7.66222570184182e-181	"capu"	"B7Z010"	"CG15420"
"FBgn0000257"	119.629916689827	-0.948369396662961	0.376683340094692	-2.51768341128269	0.0118129447785921	0.0195078831730791	"car"	"M9PF72"	"CG12230"
"FBgn0000259"	645.246474147337	-0.917486650980201	0.247734413212369	-3.70350908896008	0.000212637559301156	0.000444943654590433	"CkIIbeta"	"A4V4C1"	"And"
"FBgn0000261"	928.431810207167	2.17483003441473	0.195038856760233	11.1507525758742	7.1003279368546e-29	5.90113044182198e-28	"Cat"	"P17336"	"CAT"
"FBgn0000273"	269.61748781721	-2.0481906250199	0.406624507133212	-5.03705652042488	4.72745220832955e-07	1.28471297592956e-06	"Pka-C1"	"P12370"	"6353"
"FBgn0000274"	539.144616360898	1.13120170414051	0.296761627940151	3.81181931098127	0.000137947704444379	0.000295376129087837	"Pka-C2"	"A0A0C4DHB5"	"CG12066"
"FBgn0000276"	8.87607884836943	0.110398647201404	0.442338743606712	0.24957942029053	0.802912615252784	0.840600890956367	"CecA1"	"C0HKQ7"	"CEC"
"FBgn0000278"	0.496062420848937	1.51995894693258	3.91994243075691	0.387750323832968	0.698200810626843	0.750934104855479	"CecB"	"G4LU52"	"CG1878"
"FBgn0000279"	0.242599559227723	-0.157250171816044	3.56151277535271	-0.0441526344940518	0.964782737402231	NA	"CecC"	"A0A1B2AJQ7"	"BcDNA:RH33561"
"FBgn0000283"	235.679914114871	1.59172754573719	0.27491373006759	5.78991651434015	7.04214181025729e-09	2.21876419349492e-08	"Cp190"	"Q24478"	"AbS1-4"
"FBgn0000286"	215.71644022221	0.828845358229458	0.30614425642363	2.70736863696876	0.0067818904464303	0.0116403802617862	"Cf2"	"M9PB35"	"BcDNA:GM09668"
"FBgn0000287"	170.979923731386	2.34200805553133	0.177236068909112	13.2140600383793	7.27899182831549e-40	8.45949499021538e-39	"salr"	"Q9VKH3"	"32F"
"FBgn0000289"	697.033134877969	-0.962995991246094	0.228488785036179	-4.21463132684439	2.50186538959873e-05	5.77084217728053e-05	"cg"	"A8DYD2"	"CG8367"
"FBgn0000299"	263.308190641864	-1.07734357194577	0.626236766648679	-1.72034544971097	NA	NA	"Col4a1"	"P08120"	"CG25C"
"FBgn0000303"	3.8445224255491	1.70256862521151	0.879868029290476	1.93502726378688	0.0529869501396206	0.078320217123448	NA	NA	NA
"FBgn0000307"	111.320160095361	0.282162716281315	0.330680420493083	0.853279174680428	0.39350450593919	0.463735322209514	"chif"	"M9PD16"	"BG:DS09218.1"
"FBgn0000308"	2284.64708548119	-1.62632206779813	0.294295793540614	-5.52614785360054	3.27338300835389e-08	9.76781184082276e-08	"chic"	"M9NEU5"	"CG9553"
"FBgn0000316"	74.6040362791731	0.213914847652397	0.206989990974326	1.03345503154754	0.301391004347091	0.368847949485914	"cin"	"P39205"	"CG2945"
"FBgn0000317"	39.6779850552097	0.0611785318370783	0.43255962365551	0.141433755004838	0.887527289639976	0.911312247648323	"ck"	"G7H829"	"53D10S"
"FBgn0000318"	1332.09568618022	-2.10999189744668	0.121531036136961	-17.3617535447389	1.60738180851393e-67	3.84892123242458e-66	"cl"	"Q9VMQ9"	"BcDNA:RE06767"
"FBgn0000319"	655.871754310309	0.507379688840471	0.40173343621891	1.26297600124077	0.206597804513247	0.266078012693081	"Chc"	"P29742"	"CG9012"
"FBgn0000320"	292.084658201749	1.26412153257187	0.318843495111853	3.96470855435957	7.34856750822107e-05	0.000161714357979597	"eya"	"M9ND38"	"24582246"
"FBgn0000326"	24.3280490407992	-1.10499230628302	0.27289798837666	-4.04910388990441	5.14141191567809e-05	0.000114936865636552	"clt"	"Q9W2F4"	"CG9858"
"FBgn0000330"	67.095577591437	-0.485464068244433	0.188867680445074	-2.57039249436652	0.010158335047463	0.0169586201114645	"cm"	"O76928"	"AP-3"
"FBgn0000337"	6.49864903570628	4.0343285929075	0.920705901260019	4.38177770706844	1.17714878683778e-05	2.79865029107498e-05	NA	NA	NA
"FBgn0000339"	619.575796274383	-2.30736374805622	0.148504746771901	-15.537306370417	1.93966393744591e-54	3.38600756948088e-53	"cni"	"M9PDJ6"	"BG:DS02740.13"
"FBgn0000346"	415.172792052215	2.99388327047675	0.151533572664283	19.7572275096396	6.9519856025413e-87	2.52801287340549e-85	"comt"	"M9PH10"	"CG 1618"
"FBgn0000351"	11.661480655236	-0.521798243426189	0.377783908688515	-1.38120822889896	0.167214945346252	0.220918456404088	"cort"	"M9PCR0"	"CG11330"
"FBgn0000352"	72.5871872975065	1.34241987598642	0.243938789235892	5.50310133206524	3.73167789400213e-08	1.10858436687222e-07	"cos"	"A0A0B4KED9"	"CG1708"
"FBgn0000355"	31.7447300975051	-0.118752001588741	0.372256910045779	-0.31900549965382	0.749722342380063	0.795545672838243	"Cp15"	"P07185"	"C.s15"
"FBgn0000356"	0.848790644069494	0.284999229793219	1.84823490632728	0.154200761395398	0.877451441864634	0.902702354791186	"Cp16"	"A0A1B2AKQ3"	"CG6533"
"FBgn0000357"	8.48429051571758	-0.0144720375593708	0.458187354774717	-0.0315854145876341	0.974802675060164	0.981064294146594	"Cp18"	"P07184"	"ACE3"
"FBgn0000358"	0	NA	NA	NA	NA	NA	"Cp19"	"P07186"	"C.s19"
"FBgn0000360"	1.1796597396123	0.590464416643978	1.35119133412133	0.436995414145364	0.662114673809917	0.718503405328915	"Cp38"	"E1JJF7"	"ACE1"
"FBgn0000370"	340.75125514281	-1.19131079970264	0.494071277718585	-2.4112124169687	NA	NA	"crc"	"Q9VID3"	"929"
"FBgn0000376"	28.2673163462513	1.74015194755685	0.416039196495898	4.18266346587854	2.88113719505903e-05	6.60128401200473e-05	NA	NA	NA
"FBgn0000377"	95.2631399608728	0.23252279223294	0.178286519943616	1.30420848590503	0.192162507337967	0.249563485532761	"crn"	"P17886"	"62D9.a"
"FBgn0000382"	146.465383749414	-0.439429264342087	0.429476293934162	-1.02317466772555	0.306225268066475	0.373924892806666	"csw"	"M9PGI1"	"19-106"
"FBgn0000384"	71.2393061153884	-2.08110908462147	0.407030504269311	-5.11290692661332	3.17238627029959e-07	8.74093663837866e-07	"cta"	"M9PDM5"	"CG17678"
"FBgn0000394"	11.125956262977	0.849841699901831	0.397262240212551	2.13924610465654	0.0324157420456439	0.0498350311691419	"cv"	"Q9W494"	"CG12410"
"FBgn0000395"	260.269465680647	-3.65049733699417	0.557990065532607	-6.54222639879751	NA	NA	"cv-2"	"Q9W2H2"	"BMPER"
"FBgn0000404"	664.973853102	0.643140193863392	0.107773086892515	5.9675398785303	2.40857433055347e-09	7.8867099486284e-09	"CycA"	"M9NFR3"	"0033/02"
"FBgn0000405"	1252.99608947954	1.70658540628186	0.430674795083167	3.96258482215637	7.41426523705944e-05	0.00016304702845871	"CycB"	"P20439"	"2g"
"FBgn0000406"	1.30927651738259	1.37432077824227	1.10480889533573	1.24394434552832	0.213520046797846	0.273715445849643	"Cyt-b5-r"	"M9PD26"	"CG13279"
"FBgn0000411"	90.8212231418183	3.18495226623508	0.278789890322291	11.4242028739032	3.16546834426024e-30	2.78206085574839e-29	"D"	"M9PFL2"	"CG5893"
"FBgn0000412"	1815.93204222197	0.0302049616697074	0.0862573305738036	0.350172692208037	0.726209099397945	0.775523365908727	"D1"	"A4V2K7"	"CG9745"
"FBgn0000414"	14.8842864422859	0.305236656380452	0.549862376350243	0.555114642333753	0.578816248092266	0.643179844544169	"Dab"	"E1JI13"	"CG9695"
"FBgn0000416"	1703.82594459405	-0.00684501920000007	0.39542047621634	-0.017310735310164	0.986188721348197	0.98985456047374	"Sap-r"	"Q9Y125"	"Apa"
"FBgn0000422"	62.5450225653359	0.536511711746245	0.210098133968931	2.55362435453894	0.0106608202397629	0.0177159185102568	"Ddc"	"F0JAJ7"	"5-HT"
"FBgn0000426"	738.314816688487	-4.07270399380781	0.137275644762436	-29.6680740480649	1.98301479667576e-193	4.74838505370039e-191	"SmF"	"Q24297"	"BcDNA:GM23968"
"FBgn0000427"	15.4747271390075	0.543137951173149	0.432464039082964	1.25591471680482	0.209146892200474	0.268897093396436	"dec-1"	"M9NG31"	"39051"
"FBgn0000439"	2.71020000528257	0.971766227539013	0.771334305542488	1.25985091102043	0.207723149999655	0.267256133074373	"Dfd"	"P07548"	"BG:DS00276.5"
"FBgn0000442"	1.37399464358405	2.66073142932594	1.56147911967017	1.70398143389068	0.0883845558518255	0.12463204425728	"Pkg21D"	"Q03042"	"CG3324"
"FBgn0000447"	1044.27559460636	0.145004021444651	0.194483392194968	0.745585624603286	0.455917769435057	0.52701087639132	"Dhod"	"P32748"	"CG9741"
"FBgn0000449"	1.92204790971796	-3.77262118456675	1.45974014525735	-2.58444709959089	0.00975352656114148	0.0163473330147182	"dib"	"Q9NGX9"	"302a1"
"FBgn0000451"	0.0937864313343618	-0.956378322797388	3.88904753530557	-0.24591582234858	0.805747395413038	NA	"ect"	"M9PHZ2"	"CG11965"
"FBgn0000454"	556.112282031145	0.658315399852929	0.160344788778115	4.10562391749387	4.03225053313496e-05	9.12179884420959e-05	"Dip-B"	"Q9VFQ9"	"CG9285"
"FBgn0000455"	195.056805319099	-0.0144112734877494	0.124736259498586	-0.115533955769395	0.908021907856922	0.927535900886365	"Dip-C"	"Q9VG79"	"CG5663"
"FBgn0000459"	22.4074533040785	2.92499217294672	0.372747748685401	7.8471088913683	4.25737578539191e-15	2.01605806314958e-14	"disco"	"P23792"	"CG9908"
"FBgn0000463"	63.2997741926383	-0.553667157417017	0.406845303363984	-1.36087882258697	0.17355198701875	0.22815840690281	"Dl"	"A4V346"	"0495/20"
"FBgn0000464"	70.5084013912021	-5.88808412929948	0.621887431179701	-9.46808672130577	2.85016169927127e-21	1.79778340583756e-20	"Lar"	"M9NCY3"	"CG10443"
"FBgn0000473"	0.93242302388147	-1.83788903976399	1.62268091782738	-1.13262504018643	0.257371748580168	0.321406897219787	"Cyp6a2"	"A0A075BR14"	"143127_at"
"FBgn0000477"	1.74436676899213	-0.752554301033457	0.972603987713025	-0.77375202090525	0.439077450387345	0.509866586409168	"DNaseII"	"Q9VED8"	"CG7780"
"FBgn0000479"	107.259223204228	-3.10637243216487	0.539623414396941	-5.75655605240262	8.58472855628743e-09	2.68412885212722e-08	"dnc"	"M9PDN2"	"CG10791"
"FBgn0000482"	65.8774906007504	0.745559578716862	0.261268886746259	2.85361027101915	0.00432255234570178	0.00763713097860243	NA	NA	NA
"FBgn0000489"	545.672053637506	2.88654964072297	0.245626351825156	11.751791366334	6.91374536283782e-32	6.45639016922552e-31	"Pka-C3"	"P16912"	"5-23"
"FBgn0000490"	128.200255194197	0.898042793316213	0.355361153990793	2.5271270740512	0.0114999884489282	0.019013334211223	"dpp"	"P07713"	"BMP"
"FBgn0000492"	3.45416654576229	3.034998119096	1.03002249310294	2.94653576928506	0.0032135524970405	0.00578075049467625	"Dr"	"Q03372"	"153515_at"
"FBgn0000499"	552.755700433803	2.18917086501625	0.309368019922218	7.07626750032746	1.48088878448021e-12	5.98724420638365e-12	"dsh"	"P51140"	"CG1720"
"FBgn0000500"	0.986399659345862	1.27693354441107	1.7321957587171	0.737176233104733	0.461015184679143	0.532087538357666	"Dsk"	"P09040"	"BcDNA:RH46857"
"FBgn0000504"	100.116231369589	-2.81624148590018	0.577738970188516	-4.87459152181	NA	NA	"dsx"	"A0A0B4KFS4"	"CG11094"
"FBgn0000520"	24.5618004103591	-1.28748056258392	0.274911880761966	-4.6832481703426	2.82364303557963e-06	7.12847697723117e-06	"dwg"	"Q9W4V9"	"CG2711"
"FBgn0000524"	50.2704372464672	0.656386426091563	0.310057876882967	2.11698032860916	0.0342615173369859	0.0524313175598322	"dx"	"Q23985"	"CG3929"
"FBgn0000527"	1.01760597564164	4.56978322510148	1.96488797212693	2.3257220207597	0.0200333849566735	0.0319562202721396	"e"	"Q9VDC6"	"CG3331"
"FBgn0000529"	0.376172292474457	-0.839371740221574	2.48061670750469	-0.338372203042169	0.735082718766545	NA	"bsh"	"Q04787"	"BSH"
"FBgn0000533"	14.1566727653156	-2.92242369721246	0.612953179050314	-4.76777639319915	1.8627035499122e-06	4.79796443108092e-06	"ea"	"A0A0B4KGQ4"	"CG4920"
"FBgn0000535"	2.46257204901069	1.03746687595978	1.00959630694189	1.02760565666322	0.304135362267503	0.371633148713353	"eag"	"Q0KHS8"	"CG10952"
"FBgn0000536"	181.754096512969	0.151597048970332	0.322077544148405	0.470684938222454	0.637865741803108	0.696648393342201	"eas"	"P54352"	"CG3525"
"FBgn0000541"	803.386581732733	2.24444473339284	0.246183989461736	9.116940294534	7.72751346261816e-20	4.61071336878642e-19	"E(bx)"	"E1JHV6"	"CG10894"
"FBgn0000542"	28.3350852814876	-0.000582545406571001	0.588512363104691	-0.000989860949560666	0.999210205359981	0.999288945328882	"ec"	"Q1W9P9"	"CG2904"
"FBgn0000543"	181.638374952539	0.347772139124615	0.122553365508362	2.83772002247369	0.00454370189303604	0.00800334777578354	"ecd"	"Q9W032"	"CG5714"
"FBgn0000546"	39.2324311253679	-2.6380796968654	0.72614071685831	-3.63301442216215	NA	NA	"EcR"	"E1JGY2"	"CG1765"
"FBgn0000547"	127.010996737343	-2.67731439406512	0.55408175712535	-4.83198437709877	NA	NA	"ed"	"Q9VQW7"	"1X5"
"FBgn0000551"	3.71652658294306	-0.614275677889539	0.821968135224868	-0.747322981956582	0.454868623146977	0.52608563714192	"Edg78E"	"P27779"	"CG7673"
"FBgn0000552"	0.053138371685946	2.23466428806536	3.97204983242635	0.562597243826698	0.573709169252108	NA	"Edg84A"	"P27780"	"BG:DS00004.8"
"FBgn0000557"	116.739632786086	1.24539967236526	0.21669990750207	5.74711676955082	9.07780417658958e-09	2.83271238763458e-08	"Ef1alpha100E"	"A4V3Q6"	"CG1873"
"FBgn0000559"	3627.6180521844	0.200727792550671	0.239216803334049	0.83910406690942	0.40141091412077	0.472175911679181	"EF2"	"P13060"	"CG2238"
"FBgn0000560"	45.230344551615	2.06718604990474	0.288404277333938	7.16766779263534	7.62861413988532e-13	3.14640045659033e-12	"eg"	"M9PIJ7"	"CG7383"
"FBgn0000562"	34.9274964593593	-0.982013382376088	0.575615017511214	-1.70602460412172	0.0880034987463424	0.12416369122733	"egl"	"Q9W1K4"	"CG4051"
"FBgn0000564"	0.0468932156671809	-0.154356557697067	3.9294019350258	-0.0392824557653843	0.968665194090565	NA	"Eh"	"A0A0B4KGU5"	"CG5400"
"FBgn0000565"	69.7493177161621	-0.90252377630657	0.268565311356316	-3.36053741173281	0.000777909944864178	0.00152399739275568	"Eip71CD"	"M9PI66"	"CG7266"
"FBgn0000566"	381.978272869642	-3.2351617064703	0.209002167910976	-15.479082053581	4.80276877058405e-54	8.31540770361284e-53	"Eip55E"	"Q7JXZ2"	"CG5345"
"FBgn0000567"	39.4156330593403	-0.847914841814634	0.626812027328002	-1.35274181867434	0.176138125648673	0.231165351872524	"Eip74EF"	"H1UUR5"	"3.3"
"FBgn0000568"	277.414852049443	-2.99939366015988	0.554102487785884	-5.41306658294396	NA	NA	"Eip75B"	"M9NED3"	"57B"
"FBgn0000575"	322.011612412719	-3.16306266787347	0.420531456378909	-7.52158398591583	5.4116546183354e-14	2.4013744322131e-13	"emc"	"P18491"	"0094/26"
"FBgn0000576"	13.2986837052115	-1.73600141776262	1.01917984616165	-1.70333177633035	0.0885059971690798	0.124775562105398	"ems"	"P18488"	"CG2988"
"FBgn0000577"	16.2611584236637	3.14960828371952	0.43359339051655	7.26396746953941	3.75898445910665e-13	1.57912187257605e-12	"en"	"P02836"	"153867_at"
