"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"ontology"	"label"	"sel"	"experiment"	"frac"
"GO:0098796"	"membrane protein complex"	"186/3678"	"354/10278"	4.21155993993213e-11	1.56799616225165e-09	1.27199340695926e-09	"ND-B14.5A/Vha36-3/Syx4/CG14270/rb/ND-B16.6/ND-15/ND-39/CG32441/ND-B14.5AL/CG11137/Vha14-2/CG2023/Vps37B/Tim17b1/Tim17a2/Vps24/ND-13A/CG7382/epsilonCOP/COX5BL/ninaC/ATPsynGL/Snx6/Vha16-5/EMC3/Tom70/CG5421/Vha68-3/ND-B22/Syx5/VhaSFD/CG15168/l(2)37Bb/EMC1/CG10435/COX7AL/VhaM8.9/ATPsynepsilonL/tomboy20/SdhC/CG6629/COX5A/Sbf/Tim17a1/Snx3/Vha55/CG8141/ATPsynE/UQCR-C1/VhaPPA1-1/CG4520/ND-23/blp/CG5903/VhaM9.7-d/CG17556/Gos28/CG31229/NP15.6/ND-42/Sar1/VhaAC39-2/SdhD/Spase22-23/Syx18/CG11781/Vps33B/MCO3/UQCR-14L/Cyt-c1L/Spase12/ND-20L/CIA30/trp/Vps16B/CG31030/sip3/ttm3/tomboy40/CG3270/CG11110/Vha100-3/Tom40/CG1409/ND-75/ND-B14.7/ND-B12/Syn2/COX6AL/clu/CG8397/ND-51L2/ND-B15/Sec61beta/CG12464/Roe1/Mdr49/ox/Vha36-2/Syx6/ND-B14/Sec24AB/Tom7/Vps25/UQCR-11L/Vps28/Tim17b2/Vsp37A/pen-2/ND-49L/COX4L/FKBP59/ND-ASHI/CG11779/CG10731/RSG7/CG34308/ND-MWFE/ND-AGGG/alphaSnap/UQCR-C2/ttm50/Membrin/Bet1/Ykt6/SdhA/Msp300/Sec23/Vha44/Vha16-4/VhaPPA1-2/EMC8-9/or/Snap29/ND-19/ttm2/AP-2mu/Slh/Vha68-1/CG44296/Nsf2/ND-30/gammaSnap2/CG11815/mge/VhaM9.7-a/Syx17/ATPsynCF6L/sofe/Tim8/CG15719/Tim9a/ND-B18/CG8974/Mvb12/ND-18/Tom20/CG14077/Chmp1/Vps60/UQCR-Q/ND-24L/TSG101/zetaCOP/ATPsynbetaL/CG32847/CG17300/ND-SGDH/SdhAL/Tim13/Vha16-3/Vha16-2/CG7394/ND-13B/ATPsynB/Use1/CG1724/CG15458/CG15459/Syx16/ND-B8/Snx1/ND-PDSW/RFeSP/Vps29"	186	"CC"	"tod.up.go"	"up"	"tod"	0.0505709624796085
"GO:0044441"	"ciliary part"	"54/3678"	"75/10278"	1.65121083700962e-10	5.7084717508047e-09	4.6308394150721e-09	"CG17387/CG14651/CG14020/TTLL3B/CG10859/Dhc36C/btv/robl37BC/dtr/CG9492/CG6971/CG7886/B9d1/CG17083/Root/CG13617/CG3339/Dhc98D/CG10834/CG1571/robl/dila/CG8800/CG3062/CG10822/unc/dj/Cby/CG9313/kl-2/rempA/asl/l(2)41Ab/ana1/CG43370/robls54B/CG16837/cep290/Dic61B/mlt/ana3/kl-3/kl-5/robl62A/Dhc62B/Dnah3/Mks1/CG6652/Cep135/INPP5E/CG5964/BBS1/IFT57/robl22E"	54	"CC"	"tod.up.go"	"up"	"tod"	0.0146818923327896
"GO:0000151"	"ubiquitin ligase complex"	"88/3678"	"147/10278"	1.91892957050889e-09	6.19174608084202e-08	5.02288231438467e-08	"park/dgrn/CG9121/Fbw5/CG11070/CG31633/CG13766/Rca1/CG13088/CG14937/CG9934/CG9426/CG3473/fzy/elfless/CG9316/Cks85A/skap/Scm/FBXO11/KLHL18/CG12402/EloB/CG14262/Cul5/sip3/Cul2/CG11044/CG16894/CG18605/Smurf/APC4/CG17754/BTBD9/CG6758/CG11275/CG30466/phyl/fsd/Fsn/SCCRO3/SkpB/CG33144/dmpd/CG8272/CG30496/Cdc23/jet/z/CG34025/klhl10/Ubr3/Cul3/slim/CG43058/rap/lute/SkpF/mr/Roc1b/CG43980/vih/CG12084/ida/ntc/ago/CG2247/CG7058/SkpD/SkpC/SkpE/SCCRO4/CG32221/rept/Ndfip/CG7707/sina/dbo/SCCRO/CG11261/CG11658/CG32085/CG12362/pall/CG4911/Cdc27/CG8398/morgue"	88	"CC"	"tod.up.go"	"up"	"tod"	0.023926046764546
"GO:0005746"	"mitochondrial respiratory chain"	"56/3678"	"83/10278"	3.86955745682149e-09	1.10168577005977e-07	8.93712031823168e-08	"ND-B14.5A/ND-B16.6/ND-15/ND-39/ND-B14.5AL/ND-13A/COX5BL/ND-B22/l(2)37Bb/COX7AL/SdhC/CG6629/COX5A/UQCR-C1/ND-23/NP15.6/ND-42/SdhD/UQCR-14L/Cyt-c1L/ND-20L/CIA30/CG3270/ND-75/ND-B14.7/ND-B12/COX6AL/ND-51L2/ND-B15/CG12464/ox/ND-B14/UQCR-11L/ND-49L/COX4L/ND-ASHI/CG34172/ND-MWFE/ND-AGGG/UQCR-C2/SdhA/ND-19/CG44296/ND-30/CG11815/ND-B18/ND-18/CG14077/UQCR-Q/ND-24L/ND-SGDH/SdhAL/ND-13B/ND-B8/ND-PDSW/RFeSP"	56	"CC"	"tod.up.go"	"up"	"tod"	0.0152256661228929
"GO:0070469"	"respiratory chain"	"56/3678"	"83/10278"	3.86955745682149e-09	1.10168577005977e-07	8.93712031823168e-08	"ND-B14.5A/ND-B16.6/ND-15/ND-39/ND-B14.5AL/ND-13A/COX5BL/ND-B22/l(2)37Bb/COX7AL/SdhC/CG6629/COX5A/UQCR-C1/ND-23/NP15.6/ND-42/SdhD/UQCR-14L/Cyt-c1L/ND-20L/CIA30/CG3270/ND-75/ND-B14.7/ND-B12/COX6AL/ND-51L2/ND-B15/CG12464/ox/ND-B14/UQCR-11L/ND-49L/COX4L/ND-ASHI/CG34172/ND-MWFE/ND-AGGG/UQCR-C2/SdhA/ND-19/CG44296/ND-30/CG11815/ND-B18/ND-18/CG14077/UQCR-Q/ND-24L/ND-SGDH/SdhAL/ND-13B/ND-B8/ND-PDSW/RFeSP"	56	"CC"	"tod.up.go"	"up"	"tod"	0.0152256661228929
"GO:0098803"	"respiratory chain complex"	"55/3678"	"82/10278"	7.39225056255288e-09	1.98769404015311e-07	1.61246167241651e-07	"ND-B14.5A/ND-B16.6/ND-15/ND-39/ND-B14.5AL/ND-13A/COX5BL/ND-B22/l(2)37Bb/COX7AL/SdhC/CG6629/COX5A/UQCR-C1/ND-23/NP15.6/ND-42/SdhD/UQCR-14L/Cyt-c1L/ND-20L/CIA30/CG3270/ND-75/ND-B14.7/ND-B12/COX6AL/ND-51L2/ND-B15/CG12464/ox/ND-B14/UQCR-11L/ND-49L/COX4L/ND-ASHI/ND-MWFE/ND-AGGG/UQCR-C2/SdhA/ND-19/CG44296/ND-30/CG11815/ND-B18/ND-18/CG14077/UQCR-Q/ND-24L/ND-SGDH/SdhAL/ND-13B/ND-B8/ND-PDSW/RFeSP"	55	"CC"	"tod.up.go"	"up"	"tod"	0.0149537792278412
"GO:0000502"	"proteasome complex"	"47/3678"	"67/10278"	1.00867342215923e-08	2.44098968162534e-07	1.98018519192312e-07	"Rpn13R/Prosbeta2R1/CG11885/Rpn10/Rpn5/CG2046/Prosbeta2R2/Rpn11/Prosalpha6T/Prosbeta5R2/Pomp/Prosbeta3/Rpt3R/CG9588/CG12321/Rpn7/Rpt5/Rpn9/Rpt2/Rpn2/Rpt6R/Prosalpha5/Prosbeta1/Rpn6/Rpn13/Rpt1/Prosalpha7/Prosalpha2/Prosbeta7/TER94/Prosalpha3/Prosalpha3T/Rpn3/Prosbeta5R1/yip3/Rpn8/Prosalpha4T2/Prosalpha4T1/Uch-L5R/CG12096/Prosbeta6/Rpn12R/Rpt4R/Ufd1-like/Uch-L5/Prosbeta4R1/Prosbeta4R2"	47	"CC"	"tod.up.go"	"up"	"tod"	0.012778684067428
"GO:1905369"	"endopeptidase complex"	"47/3678"	"67/10278"	1.00867342215923e-08	2.44098968162534e-07	1.98018519192312e-07	"Rpn13R/Prosbeta2R1/CG11885/Rpn10/Rpn5/CG2046/Prosbeta2R2/Rpn11/Prosalpha6T/Prosbeta5R2/Pomp/Prosbeta3/Rpt3R/CG9588/CG12321/Rpn7/Rpt5/Rpn9/Rpt2/Rpn2/Rpt6R/Prosalpha5/Prosbeta1/Rpn6/Rpn13/Rpt1/Prosalpha7/Prosalpha2/Prosbeta7/TER94/Prosalpha3/Prosalpha3T/Rpn3/Prosbeta5R1/yip3/Rpn8/Prosalpha4T2/Prosalpha4T1/Uch-L5R/CG12096/Prosbeta6/Rpn12R/Rpt4R/Ufd1-like/Uch-L5/Prosbeta4R1/Prosbeta4R2"	47	"CC"	"tod.up.go"	"up"	"tod"	0.012778684067428
"GO:0030286"	"dynein complex"	"38/3678"	"51/10278"	1.86068251015588e-08	4.28843016626403e-07	3.47887005658217e-07	"CG14651/CG10859/CG10839/Dhc36C/btv/robl37BC/CG9492/CG5359/CG6971/CG31275/Dlc90F/CG17083/CG3339/Dhc98D/CG10834/CG1571/robl/CG8407/CG8800/CG14763/Sdic4/Sdic2/Sdic1/CG10822/CG9313/kl-2/robls54B/CG16837/Dic61B/kl-3/kl-5/robl62A/Dhc62B/Dnah3/CG7276/CG14838/robl22E/Cdlc2"	38	"CC"	"tod.up.go"	"up"	"tod"	0.010331702011963
"GO:1990204"	"oxidoreductase complex"	"59/3678"	"92/10278"	2.67440857735815e-08	5.88369887018792e-07	4.77298755672052e-07	"ND-B14.5A/ND-B16.6/ND-15/ND-39/ppl/ND-B14.5AL/ND-13A/ND-B22/CG7311/Dhc36C/l(2)37Bb/CG5214/SdhC/CG6629/UQCR-C1/ND-23/NP15.6/ND-42/SdhD/MCO3/UQCR-14L/CG11876/Cyt-c1L/ND-20L/CIA30/CG3270/ND-75/ND-B14.7/ND-B12/ND-51L2/ND-B15/CG12464/ox/ND-B14/UQCR-11L/CG2137/ND-49L/ND-ASHI/ND-MWFE/ND-AGGG/UQCR-C2/SdhA/CG43343/CG3215/ND-19/ND-30/CG11815/ND-B18/ND-18/CG7430/UQCR-Q/ND-24L/Nc73EF/ND-SGDH/SdhAL/ND-13B/ND-B8/ND-PDSW/RFeSP"	59	"CC"	"tod.up.go"	"up"	"tod"	0.0160413268080479
"GO:0005858"	"axonemal dynein complex"	"26/3678"	"31/10278"	4.90890512711667e-08	1.03300438327151e-06	8.37996161288108e-07	"CG14651/CG10859/Dhc36C/btv/robl37BC/CG9492/CG6971/CG17083/CG3339/Dhc98D/CG10834/CG1571/robl/CG8800/CG10822/CG9313/kl-2/robls54B/CG16837/Dic61B/kl-3/kl-5/robl62A/Dhc62B/Dnah3/robl22E"	26	"CC"	"tod.up.go"	"up"	"tod"	0.00706905927134312
"GO:0005747"	"mitochondrial respiratory chain complex I"	"35/3678"	"47/10278"	7.02222158842292e-08	1.21384116028453e-06	9.84694982135996e-07	"ND-B14.5A/ND-B16.6/ND-15/ND-39/ND-B14.5AL/ND-13A/ND-B22/l(2)37Bb/ND-23/NP15.6/ND-42/ND-20L/CIA30/CG3270/ND-75/ND-B14.7/ND-B12/ND-51L2/ND-B15/CG12464/ND-B14/ND-49L/ND-ASHI/ND-MWFE/ND-AGGG/ND-19/ND-30/CG11815/ND-B18/ND-18/ND-24L/ND-SGDH/ND-13B/ND-B8/ND-PDSW"	35	"CC"	"tod.up.go"	"up"	"tod"	0.00951604132680805
"GO:0005930"	"axoneme"	"35/3678"	"47/10278"	7.02222158842292e-08	1.21384116028453e-06	9.84694982135996e-07	"CG17387/CG14651/TTLL3B/CG10859/Dhc36C/btv/robl37BC/dtr/CG9492/CG6971/CG17083/CG3339/Dhc98D/CG10834/CG1571/robl/CG8800/CG10822/dj/CG9313/kl-2/rempA/l(2)41Ab/robls54B/CG16837/Dic61B/mlt/kl-3/kl-5/robl62A/Dhc62B/Dnah3/CG6652/BBS1/robl22E"	35	"CC"	"tod.up.go"	"up"	"tod"	0.00951604132680805
"GO:0030964"	"NADH dehydrogenase complex"	"35/3678"	"47/10278"	7.02222158842292e-08	1.21384116028453e-06	9.84694982135996e-07	"ND-B14.5A/ND-B16.6/ND-15/ND-39/ND-B14.5AL/ND-13A/ND-B22/l(2)37Bb/ND-23/NP15.6/ND-42/ND-20L/CIA30/CG3270/ND-75/ND-B14.7/ND-B12/ND-51L2/ND-B15/CG12464/ND-B14/ND-49L/ND-ASHI/ND-MWFE/ND-AGGG/ND-19/ND-30/CG11815/ND-B18/ND-18/ND-24L/ND-SGDH/ND-13B/ND-B8/ND-PDSW"	35	"CC"	"tod.up.go"	"up"	"tod"	0.00951604132680805
"GO:0045271"	"respiratory chain complex I"	"35/3678"	"47/10278"	7.02222158842292e-08	1.21384116028453e-06	9.84694982135996e-07	"ND-B14.5A/ND-B16.6/ND-15/ND-39/ND-B14.5AL/ND-13A/ND-B22/l(2)37Bb/ND-23/NP15.6/ND-42/ND-20L/CIA30/CG3270/ND-75/ND-B14.7/ND-B12/ND-51L2/ND-B15/CG12464/ND-B14/ND-49L/ND-ASHI/ND-MWFE/ND-AGGG/ND-19/ND-30/CG11815/ND-B18/ND-18/ND-24L/ND-SGDH/ND-13B/ND-B8/ND-PDSW"	35	"CC"	"tod.up.go"	"up"	"tod"	0.00951604132680805
"GO:0097014"	"ciliary plasm"	"35/3678"	"47/10278"	7.02222158842292e-08	1.21384116028453e-06	9.84694982135996e-07	"CG17387/CG14651/TTLL3B/CG10859/Dhc36C/btv/robl37BC/dtr/CG9492/CG6971/CG17083/CG3339/Dhc98D/CG10834/CG1571/robl/CG8800/CG10822/dj/CG9313/kl-2/rempA/l(2)41Ab/robls54B/CG16837/Dic61B/mlt/kl-3/kl-5/robl62A/Dhc62B/Dnah3/CG6652/BBS1/robl22E"	35	"CC"	"tod.up.go"	"up"	"tod"	0.00951604132680805
"GO:0005875"	"microtubule associated complex"	"80/3678"	"138/10278"	7.61697657060546e-08	1.2712471241976e-06	1.0312639785248e-06	"Klp3A/kat-60L1/CG14651/CG14535/aust/cmet/CG10859/DCTN5-p25/Tektin-A/CG10839/CLIP-190/Dhc36C/btv/robl37BC/neb/CG9492/CG5359/Jupiter/aurA/CG6971/CG31275/Dlc90F/CG17083/asp/CG10845/CG3339/Klp98A/Dhc98D/Apc/CG10834/Eb1/sub/CG1571/dgt3/robl/Khc-73/CG8407/CG8800/CG14763/chb/Sdic4/Sdic2/Sdic1/CG10822/jar/cana/CG9313/cnn/msd1/kl-2/CG17528/robls54B/Klp59D/Klp59C/CG3121/CG16837/wac/Dic61B/Det/stai/tau/kl-3/kl-5/robl62A/Dhc62B/Dnah3/Klp10A/Grip84/CG9279/CG7276/DCTN1-p150/nudE/Klp67A/CG14838/CG32392/Tektin-C/Klp64D/Drp1/robl22E/Cdlc2"	80	"CC"	"tod.up.go"	"up"	"tod"	0.0217509516041327
"GO:0044447"	"axoneme part"	"26/3678"	"32/10278"	1.72304244757124e-07	2.77984181541493e-06	2.25506958927744e-06	"CG14651/CG10859/Dhc36C/btv/robl37BC/CG9492/CG6971/CG17083/CG3339/Dhc98D/CG10834/CG1571/robl/CG8800/CG10822/CG9313/kl-2/robls54B/CG16837/Dic61B/kl-3/kl-5/robl62A/Dhc62B/Dnah3/robl22E"	26	"CC"	"tod.up.go"	"up"	"tod"	0.00706905927134312
"GO:0042175"	"nuclear outer membrane-endoplasmic reticulum membrane network"	"96/3678"	"177/10278"	3.33893269238411e-07	5.21304330036745e-06	4.22893682261213e-06	"CG16781/CG3149/Efr/Spp/CG32441/CG11137/CG11999/CG9855/CG9175/Ostgamma/PIG-U/CG4972/EMC3/CG6230/CG5287/cni/CG15168/CG10470/EMC1/CG14463/CG2781/CG16904/CG5342/CG6790/CG8141/Der-2/CG17556/sll/CG5823/CG33110/CG4907/CG31141/Spase22-23/atl/OstStt3/CG11781/CG4960/CG5484/CG17991/CG13978/Spase12/sip3/PGAP3/CG17821/CG18609/sws/CG10761/Erk7/Tango11/ste24a/ste24b/CG8397/Sec61beta/CG30008/CG2292/CG2144/rho-5/CG33523/ste24c/Vkor/CG41106/CG34308/mol/meigo/Membrin/bond/wol/Ero1L/nero/CG42658/Msp300/SERCA/EMC8-9/CG3500/Hmgcr/Cnx14D/PIG-V/CG1317/PIG-C/CG12006/CG1840/CG1998/CG8974/CG9376/CG32847/CG9592/CG7573/Alg10/CG8009/CG6527/Use1/fan/CdsA/SMSr/CG10671/CG9662"	96	"CC"	"tod.up.go"	"up"	"tod"	0.0261011419249592
"GO:0031461"	"cullin-RING ubiquitin ligase complex"	"62/3678"	"103/10278"	3.53286011618173e-07	5.34345092572487e-06	4.33472639255193e-06	"Fbw5/CG31633/CG13766/Rca1/CG13088/CG14937/CG9426/fzy/CG9316/Cks85A/skap/FBXO11/KLHL18/CG12402/CG14262/Cul5/Cul2/CG11044/APC4/CG17754/BTBD9/CG6758/CG11275/CG30466/fsd/Fsn/SkpB/dmpd/CG8272/CG30496/Cdc23/jet/CG34025/klhl10/Cul3/slim/rap/lute/SkpF/mr/Roc1b/CG43980/CG12084/ida/ntc/ago/CG2247/CG7058/SkpD/SkpC/SkpE/CG32221/CG7707/dbo/CG11261/CG11658/CG32085/pall/CG4911/Cdc27/CG8398/morgue"	62	"CC"	"tod.up.go"	"up"	"tod"	0.0168569874932028
"GO:0005789"	"endoplasmic reticulum membrane"	"93/3678"	"171/10278"	4.30606174153674e-07	6.31555722092055e-06	5.12332066855887e-06	"CG16781/CG3149/Efr/Spp/CG32441/CG11137/CG11999/CG9855/CG9175/Ostgamma/PIG-U/CG4972/EMC3/CG6230/CG5287/cni/CG15168/CG10470/EMC1/CG14463/CG2781/CG16904/CG5342/CG6790/CG8141/Der-2/CG17556/sll/CG5823/CG33110/CG4907/CG31141/Spase22-23/atl/OstStt3/CG11781/CG4960/CG5484/CG17991/CG13978/Spase12/sip3/PGAP3/CG17821/CG18609/sws/CG10761/Erk7/Tango11/ste24a/ste24b/CG8397/Sec61beta/CG30008/CG2292/CG2144/rho-5/CG33523/ste24c/Vkor/CG34308/mol/meigo/Membrin/bond/wol/Ero1L/nero/CG42658/SERCA/EMC8-9/CG3500/Hmgcr/Cnx14D/PIG-V/CG1317/PIG-C/CG12006/CG1840/CG1998/CG8974/CG9376/CG32847/CG9592/CG7573/Alg10/CG6527/Use1/fan/CdsA/SMSr/CG10671/CG9662"	93	"CC"	"tod.up.go"	"up"	"tod"	0.0252854812398042
"GO:0044432"	"endoplasmic reticulum part"	"104/3678"	"196/10278"	4.5839741119531e-07	6.52542197113323e-06	5.29356762773531e-06	"CG16781/CG3149/Efr/Spp/CG32441/CG11137/CG11999/CG9855/CG9175/Tango1/Ostgamma/PIG-U/CG4972/EMC3/CG6230/CG6766/CG5287/cni/CG15168/Catsup/CG10470/EMC1/CG14463/CG2781/CG16904/CG5342/CG6790/CG8141/Der-2/CG17556/sll/CG5823/Sar1/CG33110/CG31139/CG4907/CG31141/Spase22-23/atl/OstStt3/CG11781/CG4960/CG5484/CG17991/CG13978/Spase12/Cnx99A/sip3/PGAP3/CG17821/CG18609/sws/CG10761/Erk7/Tango11/ste24a/ste24b/CG8397/Sec61beta/CG30008/CG2292/CG2144/rho-5/CG33523/rdgB/ste24c/Vkor/CG34308/mol/meigo/Membrin/bond/wol/Ero1L/nero/CG42658/Sec23/SERCA/EMC8-9/CG3500/Hmgcr/Cnx14D/PIG-V/CG1317/PIG-C/CG12006/CG1840/CG1998/CG8974/CG9376/CG32847/CG9592/CG7573/Alg10/CG6527/Use1/fan/CdsA/Rint1/SMSr/CG10671/CG9662/CG31935/S"	104	"CC"	"tod.up.go"	"up"	"tod"	0.0282762370853725
"GO:0098827"	"endoplasmic reticulum subcompartment"	"95/3678"	"177/10278"	7.2466320939036e-07	1.00210569527124e-05	8.12930457451441e-06	"CG16781/CG3149/Efr/Spp/CG32441/CG11137/CG11999/CG9855/CG9175/Ostgamma/PIG-U/CG4972/EMC3/CG6230/CG5287/cni/CG15168/CG10470/EMC1/CG14463/CG2781/CG16904/CG5342/CG6790/CG8141/Der-2/CG17556/sll/CG5823/CG33110/CG4907/CG31141/Spase22-23/atl/OstStt3/CG11781/CG4960/CG5484/CG17991/CG13978/Spase12/sip3/PGAP3/CG17821/CG18609/sws/CG10761/Erk7/Tango11/ste24a/ste24b/CG8397/Sec61beta/CG30008/CG2292/CG2144/rho-5/CG33523/rdgB/ste24c/Vkor/CG34308/mol/meigo/Membrin/bond/wol/Ero1L/nero/CG42658/SERCA/EMC8-9/CG3500/Hmgcr/Cnx14D/PIG-V/CG1317/PIG-C/CG12006/CG1840/CG1998/CG8974/CG9376/CG32847/CG9592/CG7573/Alg10/CG6527/Use1/fan/CdsA/SMSr/CG10671/CG9662/CG31935"	95	"CC"	"tod.up.go"	"up"	"tod"	0.0258292550299076
"GO:0005744"	"mitochondrial inner membrane presequence translocase complex"	"18/3678"	"20/10278"	7.51379170524422e-07	1.01018755148283e-05	8.19486639197688e-06	"Tim17b1/Tim17a2/CG7382/Tim17a1/blp/CG31229/ttm3/CG1409/Roe1/Tim17b2/CG11779/ttm50/ttm2/Tim8/Tim9a/Tim13/CG7394/CG1724"	18	"CC"	"tod.up.go"	"up"	"tod"	0.00489396411092985
"GO:0044430"	"cytoskeletal part"	"185/3678"	"392/10278"	1.48460176856426e-06	1.94201961077055e-05	1.5754095581066e-05	"CG17003/Klp3A/Gas8/SAK/kat-60L1/CG17387/CG14651/Bub1/TTLL3B/ninaC/cdc14/CG14535/aust/Grip75/cmet/spag4/CG10859/Arpc1/DCTN5-p25/CG18109/Tektin-A/CG10839/fzy/twe/CLIP-190/Dhc36C/qua/btv/Grip71/robl37BC/ssp3/neb/dtr/alphaTub84D/alphaTub84B/betaTub85D/CG9492/CG5359/sle/Jupiter/aurA/CG6971/Act87E/CG7886/CG31275/Mps1/CG7794/Dlc90F/mats/CG17083/RanBP3/spas/Root/CG13617/atl/asp/CG10845/CG3339/Klp98A/betaTub97EF/Dhc98D/Apc/Sas-6/Zwilch/CG10834/Act42A/Eb1/galla-1/TBCB/sub/CG1571/dgt3/robl/Ehbp1/clu/Khc-73/Kank/mars/CG8407/dila/CG8800/ana2/CG14763/chb/bt/CG3062/Arpc2/Sdic4/Sdic2/Sdic1/CG10822/mud/polo/unc/dj/jar/Slik/cana/Cp110/CG6664/Cep97/Cby/CG9313/cnn/msd1/yuri/kl-2/CG34435/del/ALiX/cbs/sls/rempA/asl/CG17528/didum/Msp300/CG42787/l(2)41Ab/ana1/rap/CG43163/robls54B/CycB/Klp59D/Klp59C/CG3121/CG16837/CG16896/wac/Dic61B/Det/Mhc/vih/Sgt1/mlt/ana3/stai/tau/Cep89/kl-3/kl-5/robl62A/Dhc62B/Cnb/Hsp83/Asciz/Dnah3/CG32232/feo/Klp10A/shi/Efhc1.1/Grip84/CG9279/CG6652/spd-2/CG7276/Cep135/sstn/DCTN1-p150/CG10984/nudE/CG3967/Klp67A/CG14838/CG7716/BBS1/CG32392/CG32396/mad2/Tektin-C/Klp64D/capu/IFT57/Spindly/toc/Arpc5/Drp1/robl22E/CG17237/Wdr62/Kebab/TBCD/Cdlc2"	185	"CC"	"tod.up.go"	"up"	"tod"	0.0502990755845568
"GO:0031984"	"organelle subcompartment"	"143/3678"	"292/10278"	1.90959992346763e-06	2.43222727094298e-05	1.97307692923387e-05	"CG16781/brn/CG3149/Efr/Spp/siz/ICA69/CG32441/Rich/CG11137/Pi4KIIalpha/CG1116/CG11999/CG9855/aux/senju/CG12393/CG9175/Tango1/Rab30/Ostgamma/PIG-U/GlcAT-S/CG4972/EMC3/CG6230/CG5287/CG31729/Sec71/Rab14/Syx5/cni/CG15168/CG10470/EMC1/CG14463/CG2781/CG9773/alpha-Man-IIa/CG16904/Arfip/GCC88/CG5342/CG6790/GCC185/CG8141/Afti/CG9590/Der-2/CG17556/sll/CG5823/Gos28/CG33110/Efa6/CG4907/CG10365/CG31141/Spase22-23/Golgin84/atl/OstStt3/CG11781/CG4960/CG5484/CG17991/CG13978/Spase12/sip3/PGAP3/CG15099/CG17821/CG18609/sws/CG10761/Erk7/Tango11/ste24a/ste24b/CG30463/CG8397/Sec61beta/CG8841/CG30008/CG2292/CG2144/rho-5/Rab32/CG33523/FucTB/Mgat2/rdgB/ste24c/Lerp/Vkor/CG34308/mol/cbs/step/meigo/CG42321/Membrin/bond/wol/Ero1L/lqfR/nero/CG42658/Sec23/SERCA/EMC8-9/CG3500/Hmgcr/Cnx14D/garz/PIG-V/sau/FucTD/CG1317/pgant6/PIG-C/CG14971/CG12006/CG1840/CG1998/CG8974/GalNAc-T2/CG9376/pip/Golgin104/CG32847/CG9592/CG7573/Alg10/CG6527/Use1/fan/CdsA/SMSr/CG10671/Syx16/CG9662/CG31935"	143	"CC"	"tod.up.go"	"up"	"tod"	0.0388798259923872
"GO:0019005"	"SCF ubiquitin ligase complex"	"43/3678"	"67/10278"	1.9957962317733e-06	2.47683429789302e-05	2.00926314291887e-05	"Fbw5/CG31633/CG13766/Rca1/CG13088/CG14937/CG9316/Cks85A/FBXO11/CG12402/CG14262/CG11044/BTBD9/CG6758/CG11275/CG30466/fsd/Fsn/SkpB/dmpd/CG8272/jet/CG34025/lute/SkpF/Roc1b/CG43980/ntc/ago/CG2247/CG7058/SkpD/SkpC/SkpE/CG32221/CG7707/CG11261/CG11658/CG32085/pall/CG4911/CG8398/morgue"	43	"CC"	"tod.up.go"	"up"	"tod"	0.0116911364872213
"GO:0031514"	"motile cilium"	"18/3678"	"21/10278"	3.48698799300004e-06	4.21925547153004e-05	3.4227540036553e-05	"Gas8/Bug22/Tektin-A/djl/Mst87F/CG3339/Mst98Ca/Mst98Cb/Sdic4/Sdic2/Sdic1/dj/lobo/Mst77F/CG3085/Tektin-C/tilB/Hydr2"	18	"CC"	"tod.up.go"	"up"	"tod"	0.00489396411092985
"GO:0005838"	"proteasome regulatory particle"	"22/3678"	"28/10278"	4.5345042267943e-06	5.35292694089864e-05	4.34241354709698e-05	"Rpn13R/Rpn10/Rpn5/Rpn11/Rpt3R/CG9588/Rpn7/Rpt5/Rpn9/Rpt2/Rpn2/Rpt6R/Rpn6/Rpn13/Rpt1/Rpn3/Rpn8/Uch-L5R/CG12096/Rpn12R/Rpt4R/Uch-L5"	22	"CC"	"tod.up.go"	"up"	"tod"	0.00598151169113649
"GO:0097223"	"sperm part"	"14/3678"	"15/10278"	5.55947280482306e-06	6.406630565558e-05	5.19720139398246e-05	"Bug22/Tektin-A/djl/Mst87F/Mst98Ca/Mst98Cb/Sdic4/Sdic2/Sdic1/Mst77F/snky/CG3085/Tektin-C/Hydr2"	14	"CC"	"tod.up.go"	"up"	"tod"	0.00380641653072322
"GO:0022624"	"proteasome accessory complex"	"22/3678"	"29/10278"	1.24184122575979e-05	0.000139779337969241	0.000113392111923721	"Rpn13R/Rpn10/Rpn5/Rpn11/Rpt3R/CG9588/Rpn7/Rpt5/Rpn9/Rpt2/Rpn2/Rpt6R/Rpn6/Rpn13/Rpt1/Rpn3/Rpn8/Uch-L5R/CG12096/Rpn12R/Rpt4R/Uch-L5"	22	"CC"	"tod.up.go"	"up"	"tod"	0.00598151169113649
"GO:0036126"	"sperm flagellum"	"13/3678"	"14/10278"	1.45687831935467e-05	0.000156695357015035	0.000127114763302758	"Bug22/Tektin-A/djl/Mst87F/Mst98Ca/Mst98Cb/Sdic4/Sdic2/Sdic1/Mst77F/CG3085/Tektin-C/Hydr2"	13	"CC"	"tod.up.go"	"up"	"tod"	0.00353452963567156
